2320,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2321,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2322,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2323,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2324,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2325,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2326,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2327,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2328,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2329,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2330,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2331,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2332,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2333,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2334,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2335,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2336,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2337,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2338,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2339,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2340,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2341,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2342,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2343,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2344,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2345,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2346,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2347,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2348,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2349,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2350,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2351,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2352,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2353,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2354,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2355,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2356,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2357,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
2358,4.2148571,0,0.10375591,4.1111011,4.4972257,4.4561232,4.3364807,3.6019319,0.39835819,0.33619068,0.11964243,0.041102568,0.012294612,0.0035054381,0.0001559105,0.0033738721,0.0046760844,0.0014619641,0.0071956227,0.048952502,0.01577769,1.7404066E-05,0.0073125712,0.01491876,0.0021321953,0.030951402,0.0029092607,0.0028824099,0.0014858684,1.4943296E-05,2.1307883E-16,9.1312408E-06,1.9002071E-05,8.0754513E-06,5.5764704E-07,0,0.0001079151,5.8362877E-08,1.4597225E-06,0.0005802891,-0.11907648,-0.026766112,0.092063128,-0.07414019,-0.046835437,0.036602131,-0.1,-0.38632544,0,0.23840964,0.068077681,-0.23269732,0.045487324
