,gamma_autocorrelation,ocean_heat_capacity[0],ocean_heat_capacity[1],ocean_heat_capacity[2],ocean_heat_transfer[0],ocean_heat_transfer[1],ocean_heat_transfer[2],deep_ocean_efficacy,sigma_eta,sigma_xi,forcing_4co2,iirf_0[CO2],iirf_uptake[CO2],iirf_temperature[CO2],iirf_airborne[CO2],erfari_radiative_efficiency[BC],erfari_radiative_efficiency[OC],erfari_radiative_efficiency[Sulfur],erfari_radiative_efficiency[NOx],erfari_radiative_efficiency[VOC],erfari_radiative_efficiency[NH3],erfari_radiative_efficiency[CH4],erfari_radiative_efficiency[N2O],erfari_radiative_efficiency[Equivalent effective stratospheric chlorine],aci_shape[Sulfur],aci_shape[BC],aci_shape[OC],aci_scale,ozone_radiative_efficiency[CH4],ozone_radiative_efficiency[N2O],ozone_radiative_efficiency[Equivalent effective stratospheric chlorine],ozone_radiative_efficiency[CO],ozone_radiative_efficiency[VOC],ozone_radiative_efficiency[NOx],forcing_scale[CH4],forcing_scale[N2O],forcing_scale[CFC-11],forcing_scale[CFC-12],forcing_scale[CFC-113],forcing_scale[CFC-114],forcing_scale[CFC-115],forcing_scale[HCFC-22],forcing_scale[HCFC-141b],forcing_scale[HCFC-142b],forcing_scale[CCl4],forcing_scale[CHCl3],forcing_scale[CH2Cl2],forcing_scale[CH3Cl],forcing_scale[CH3CCl3],forcing_scale[CH3Br],forcing_scale[Halon-1211],forcing_scale[Halon-1301],forcing_scale[Halon-2402],forcing_scale[CF4],forcing_scale[C2F6],forcing_scale[C3F8],forcing_scale[c-C4F8],forcing_scale[C4F10],forcing_scale[C5F12],forcing_scale[C6F14],forcing_scale[C7F16],forcing_scale[C8F18],forcing_scale[NF3],forcing_scale[SF6],forcing_scale[SO2F2],forcing_scale[HFC-125],forcing_scale[HFC-134a],forcing_scale[HFC-143a],forcing_scale[HFC-152a],forcing_scale[HFC-227ea],forcing_scale[HFC-32],forcing_scale[HFC-365mfc],forcing_scale[HFC-4310mee],forcing_scale[HFC-23],forcing_scale[HFC-236fa],forcing_scale[HFC-245fa],forcing_scale[Stratospheric water vapour],forcing_scale[Land use],forcing_scale[Volcanic],forcing_scale[Solar],forcing_scale[Light absorbing particles on snow and ice],forcing_scale[CO2],baseline_concentration[CO2],seed,stochastic_run,use_seed
1184341,1.582500578,4.309841996,18.11227795,220.7879844,1.76541292,2.239958858,0.717773089,0.740909404,0.437649536,0.481544706,9.467960736,30.09384522,0.000997107,4.853084813,0.001384631,0.045279729,-0.003047117,-0.002120341,-9.74E-05,-3.62E-05,-0.000628915,-2.45E-06,-2.20E-05,-7.32E-06,0.008365968,2.14E-13,0.005753753,-1.362188387,0.000221362,0.00131691,1.18E-05,0.000118347,0.000116901,-0.000469038,0.918215546,0.990258904,0.862573603,0.862573603,0.862573603,0.862573603,0.862573603,0.862573603,0.862573603,0.862573603,0.862573603,0.862573603,0.862573603,0.862573603,0.862573603,0.862573603,0.862573603,0.862573603,0.862573603,0.862573603,0.862573603,0.862573603,0.862573603,0.862573603,0.862573603,0.862573603,0.862573603,0.862573603,0.862573603,0.862573603,0.862573603,0.862573603,0.862573603,0.862573603,0.862573603,0.862573603,0.862573603,0.862573603,0.862573603,0.862573603,0.862573603,0.862573603,0.617530189,0.358372122,1.005014393,1.363639721,1.501046509,1.106433186,279.1371677,473907822,TRUE,TRUE
1185050,1.520632402,4.718290793,19.86455646,73.17510764,1.320123525,1.506329265,2.32730823,1.014364525,0.40766418,0.592801496,7.458507109,37.09635987,-0.003540838,-0.403615205,0.006131116,0.055773098,-0.004478634,-0.002543974,-0.00010253,-7.33E-06,-0.000664078,-1.77E-06,-3.98E-05,-9.10E-06,1.08E-06,0.000927566,5.15E-06,-294.028061,0.000188908,0.001098992,2.84E-05,5.72E-05,5.19E-05,0.001444407,0.871742223,0.944007016,1.340754558,1.340754558,1.340754558,1.340754558,1.340754558,1.340754558,1.340754558,1.340754558,1.340754558,1.340754558,1.340754558,1.340754558,1.340754558,1.340754558,1.340754558,1.340754558,1.340754558,1.340754558,1.340754558,1.340754558,1.340754558,1.340754558,1.340754558,1.340754558,1.340754558,1.340754558,1.340754558,1.340754558,1.340754558,1.340754558,1.340754558,1.340754558,1.340754558,1.340754558,1.340754558,1.340754558,1.340754558,1.340754558,1.340754558,1.340754558,1.693841129,0.682389666,0.925409802,1.347027913,1.508996741,0.965294874,277.7798503,474190713,TRUE,TRUE
1195731,7.545388743,4.465911961,15.57728108,50.7363042,1.210598072,2.192372811,0.906624051,1.241567436,1.175137109,0.369134597,6.516520153,32.80259067,-0.000432976,0.509949783,0.005503942,0.010875163,-0.004249225,-0.002146663,-7.51E-05,-1.29E-05,-0.000668183,-2.08E-06,-3.94E-05,-9.76E-06,0.010750534,4.65E-11,0.003586966,-0.800014532,0.000237474,0.001661744,-0.000233868,-3.98E-05,7.08E-05,0.000755875,1.09505605,1.013265162,1.222762315,1.222762315,1.222762315,1.222762315,1.222762315,1.222762315,1.222762315,1.222762315,1.222762315,1.222762315,1.222762315,1.222762315,1.222762315,1.222762315,1.222762315,1.222762315,1.222762315,1.222762315,1.222762315,1.222762315,1.222762315,1.222762315,1.222762315,1.222762315,1.222762315,1.222762315,1.222762315,1.222762315,1.222762315,1.222762315,1.222762315,1.222762315,1.222762315,1.222762315,1.222762315,1.222762315,1.222762315,1.222762315,1.222762315,1.222762315,-0.487325071,1.214689144,0.885432876,1.264262569,0.918322423,0.895998203,278.6772939,478452432,TRUE,TRUE
1195753,9.05217699,3.590711667,6.00817867,90.09485956,1.273734367,2.84281707,1.511451417,1.257329587,1.420245392,0.310907354,7.76334708,29.16628513,0.003323607,3.804884287,0.001932186,0.011639121,-0.005565105,-0.001793719,-0.000108089,-1.54E-05,-0.000637003,-2.00E-06,-1.99E-05,-1.02E-05,0.024852702,7.63E-37,1.63E-13,-0.89077077,0.00024266,0.000617495,-0.000113072,2.57E-05,0.000351362,0.002352602,0.953340887,0.804443958,1.110638946,1.110638946,1.110638946,1.110638946,1.110638946,1.110638946,1.110638946,1.110638946,1.110638946,1.110638946,1.110638946,1.110638946,1.110638946,1.110638946,1.110638946,1.110638946,1.110638946,1.110638946,1.110638946,1.110638946,1.110638946,1.110638946,1.110638946,1.110638946,1.110638946,1.110638946,1.110638946,1.110638946,1.110638946,1.110638946,1.110638946,1.110638946,1.110638946,1.110638946,1.110638946,1.110638946,1.110638946,1.110638946,1.110638946,1.110638946,1.389117367,0.39943949,1.278546617,1.062243738,1.215945084,0.987846682,277.2617002,478461210,TRUE,TRUE
1199306,2.671189757,3.968634421,9.280817933,91.96801638,1.139695679,2.545029714,0.081463975,0.94177161,0.378549058,0.433753753,8.141073208,29.9899308,0.003500025,3.609008968,0.000434343,0.023471816,-0.004207378,-0.001832106,-7.62E-05,-1.62E-05,-0.000572006,-3.08E-06,-2.50E-05,-8.47E-06,4.78E-07,1.36E-92,5.89E-06,-11013.28635,0.000219645,0.001161054,1.77E-05,3.14E-05,0.000612319,0.001094407,1.009195611,0.844679971,1.011583882,1.011583882,1.011583882,1.011583882,1.011583882,1.011583882,1.011583882,1.011583882,1.011583882,1.011583882,1.011583882,1.011583882,1.011583882,1.011583882,1.011583882,1.011583882,1.011583882,1.011583882,1.011583882,1.011583882,1.011583882,1.011583882,1.011583882,1.011583882,1.011583882,1.011583882,1.011583882,1.011583882,1.011583882,1.011583882,1.011583882,1.011583882,1.011583882,1.011583882,1.011583882,1.011583882,1.011583882,1.011583882,1.011583882,1.011583882,0.356199017,0.889627807,1.126205305,1.089264215,0.681678753,1.013015428,274.9554088,479878857,TRUE,TRUE
1202595,4.071601376,6.38339191,17.42008214,17.88117249,1.650466004,1.671814285,2.248490415,1.656555122,0.782892123,0.639206874,8.929950773,30.57398158,0.002486019,2.165522587,0.002459486,0.037713793,-0.001090179,-0.00370474,-7.58E-05,-1.72E-05,-0.000610607,-3.51E-06,-1.94E-05,-6.90E-06,1.11E-06,0.000239668,2.22E-06,-463.8016254,0.000211463,0.001363523,-0.000109548,1.04E-05,7.29E-05,0.000882064,0.985505007,1.010339853,0.902337515,0.902337515,0.902337515,0.902337515,0.902337515,0.902337515,0.902337515,0.902337515,0.902337515,0.902337515,0.902337515,0.902337515,0.902337515,0.902337515,0.902337515,0.902337515,0.902337515,0.902337515,0.902337515,0.902337515,0.902337515,0.902337515,0.902337515,0.902337515,0.902337515,0.902337515,0.902337515,0.902337515,0.902337515,0.902337515,0.902337515,0.902337515,0.902337515,0.902337515,0.902337515,0.902337515,0.902337515,0.902337515,0.902337515,0.902337515,1.981934451,1.27380059,1.16176463,0.80374129,0.709502509,1.068258839,278.3155973,481191168,TRUE,TRUE
1203181,4.196633345,3.831908899,18.46670077,73.23296114,1.333955431,2.446990693,1.930952983,1.380014005,1.073076393,0.513358491,8.224856536,30.87873632,0.002526846,4.376976701,0.001028992,0.025165027,-0.002266001,-0.001603063,-7.50E-05,-5.51E-06,-0.000597074,-2.58E-06,-6.09E-05,-8.34E-06,0.043793566,6.42E-45,1.239981564,-2.106349268,0.000308924,0.001561825,1.98E-06,0.000165833,0.000466118,0.001627301,1.070992325,1.109589881,1.078969251,1.078969251,1.078969251,1.078969251,1.078969251,1.078969251,1.078969251,1.078969251,1.078969251,1.078969251,1.078969251,1.078969251,1.078969251,1.078969251,1.078969251,1.078969251,1.078969251,1.078969251,1.078969251,1.078969251,1.078969251,1.078969251,1.078969251,1.078969251,1.078969251,1.078969251,1.078969251,1.078969251,1.078969251,1.078969251,1.078969251,1.078969251,1.078969251,1.078969251,1.078969251,1.078969251,1.078969251,1.078969251,1.078969251,1.078969251,0.405225199,1.362653068,0.915225277,1.12322633,-0.288998358,1.019465008,276.7915811,481424982,TRUE,TRUE
1203323,5.087801752,4.094105193,34.70256742,75.52795713,0.975913899,1.096123895,3.610254905,1.209770125,0.859914284,0.567605908,8.015922178,32.47874372,0.000547909,-0.502106902,0.005239938,0.024998486,-0.001815919,-0.001814418,-7.43E-05,3.98E-06,-0.000601716,-3.83E-06,-1.43E-05,-8.12E-06,0.082493353,4.70E-42,0.048834624,-0.686462531,0.0002246,0.00152278,-0.000119147,2.24E-05,0.000543224,0.000476075,0.877032706,0.919364345,1.033399484,1.033399484,1.033399484,1.033399484,1.033399484,1.033399484,1.033399484,1.033399484,1.033399484,1.033399484,1.033399484,1.033399484,1.033399484,1.033399484,1.033399484,1.033399484,1.033399484,1.033399484,1.033399484,1.033399484,1.033399484,1.033399484,1.033399484,1.033399484,1.033399484,1.033399484,1.033399484,1.033399484,1.033399484,1.033399484,1.033399484,1.033399484,1.033399484,1.033399484,1.033399484,1.033399484,1.033399484,1.033399484,1.033399484,1.033399484,0.464338509,1.213198358,0.874218485,0.987075505,1.732549132,1.005028951,279.6159211,481481640,TRUE,TRUE
1203991,4.013994269,3.154338927,16.10526943,27.89871049,1.160424931,2.516591752,1.676472341,1.658830845,0.927427739,0.328560006,6.87819649,29.78807534,0.003204343,3.099161545,0.001148601,0.066032427,-0.004124725,-0.006604985,-0.000110122,5.16E-06,-0.000673662,-2.99E-06,-4.20E-05,-7.69E-06,7.70E-07,1.88E-90,1.69E-07,-6896.575185,0.000235262,0.001074877,9.38E-05,-1.22E-05,1.63E-05,0.000427133,0.97555597,0.984658094,1.004303839,1.004303839,1.004303839,1.004303839,1.004303839,1.004303839,1.004303839,1.004303839,1.004303839,1.004303839,1.004303839,1.004303839,1.004303839,1.004303839,1.004303839,1.004303839,1.004303839,1.004303839,1.004303839,1.004303839,1.004303839,1.004303839,1.004303839,1.004303839,1.004303839,1.004303839,1.004303839,1.004303839,1.004303839,1.004303839,1.004303839,1.004303839,1.004303839,1.004303839,1.004303839,1.004303839,1.004303839,1.004303839,1.004303839,1.004303839,0.943479772,0.876406793,1.11490937,0.994646607,0.207790492,0.921782408,278.2231403,481748172,TRUE,TRUE
1204402,2.639747107,4.147975223,5.53175625,168.0456955,2.061326381,2.059671329,0.459267337,0.988032723,0.933787513,0.402753408,8.902145162,31.25190301,0.002670228,3.494679516,0.0014198,0.029750573,-0.006652646,-0.00263893,-7.72E-05,2.46E-05,-0.00052028,-3.76E-06,-2.42E-05,-9.86E-06,1.29E-06,1.50E-90,1.98E-05,-1854.569243,0.000237132,0.001517476,6.56E-05,2.25E-05,0.000567658,-0.000628801,1.13358263,0.941669887,0.897018869,0.897018869,0.897018869,0.897018869,0.897018869,0.897018869,0.897018869,0.897018869,0.897018869,0.897018869,0.897018869,0.897018869,0.897018869,0.897018869,0.897018869,0.897018869,0.897018869,0.897018869,0.897018869,0.897018869,0.897018869,0.897018869,0.897018869,0.897018869,0.897018869,0.897018869,0.897018869,0.897018869,0.897018869,0.897018869,0.897018869,0.897018869,0.897018869,0.897018869,0.897018869,0.897018869,0.897018869,0.897018869,0.897018869,0.897018869,0.830465768,1.180616389,1.358509857,0.838314975,0.951811966,1.066380171,274.9951406,481912161,TRUE,TRUE
1205227,3.986852477,5.789507104,43.6177288,97.09746497,1.655839073,0.7669859,2.789091188,1.434693811,0.737077455,0.513895722,7.446695865,29.68143619,0.003003049,4.197541779,0.001548981,0.014590379,-0.006100884,-0.002653587,-0.000115411,-3.77E-05,-0.000589437,-2.77E-06,-4.78E-05,-8.36E-06,0.022471222,1.67E-31,0.121242048,-0.526672703,0.00027567,0.001144747,-0.00011935,-0.000113494,0.00030911,0.000506068,1.038499433,0.956203278,1.061652492,1.061652492,1.061652492,1.061652492,1.061652492,1.061652492,1.061652492,1.061652492,1.061652492,1.061652492,1.061652492,1.061652492,1.061652492,1.061652492,1.061652492,1.061652492,1.061652492,1.061652492,1.061652492,1.061652492,1.061652492,1.061652492,1.061652492,1.061652492,1.061652492,1.061652492,1.061652492,1.061652492,1.061652492,1.061652492,1.061652492,1.061652492,1.061652492,1.061652492,1.061652492,1.061652492,1.061652492,1.061652492,1.061652492,1.061652492,1.257226067,0.670203987,1.11720626,0.634630802,0.188361248,0.96449015,277.7155841,482241336,TRUE,TRUE
1205364,1.915298545,3.418647216,27.97624825,90.04986795,1.092842627,1.355020973,1.117841828,0.834361695,0.502835159,0.432863298,8.20288259,33.36465639,0.001266798,-1.657872905,0.006159528,0.006705903,0.000906584,-0.007264761,-8.29E-05,-2.23E-05,-0.000658412,-3.15E-06,-1.86E-05,-7.47E-06,0.003714686,3.65E-12,0.006253883,-1.186833815,0.000244701,0.001415789,-0.000110811,9.51E-05,-2.90E-06,0.002512353,0.988677357,0.956528318,0.835317953,0.835317953,0.835317953,0.835317953,0.835317953,0.835317953,0.835317953,0.835317953,0.835317953,0.835317953,0.835317953,0.835317953,0.835317953,0.835317953,0.835317953,0.835317953,0.835317953,0.835317953,0.835317953,0.835317953,0.835317953,0.835317953,0.835317953,0.835317953,0.835317953,0.835317953,0.835317953,0.835317953,0.835317953,0.835317953,0.835317953,0.835317953,0.835317953,0.835317953,0.835317953,0.835317953,0.835317953,0.835317953,0.835317953,0.835317953,1.22784108,0.74450316,1.009236326,0.046753776,0.777628155,1.017725394,277.184915,482295999,TRUE,TRUE
1205673,2.549848271,4.915188644,12.47446813,32.9450998,0.997929501,2.639268458,0.903126279,1.4862393,0.532876924,0.363853535,7.073874524,27.61548845,0.006754233,2.431374829,-0.000454384,0.03848653,-0.004950575,-0.005211316,-7.25E-05,-1.97E-05,-0.000673756,-2.21E-06,-1.65E-05,-7.57E-06,0.001977359,9.40E-13,0.000156737,-4.416206391,0.000192406,0.000485679,-4.02E-05,0.000122637,0.000264676,0.001417967,1.061736774,0.985135151,1.08179635,1.08179635,1.08179635,1.08179635,1.08179635,1.08179635,1.08179635,1.08179635,1.08179635,1.08179635,1.08179635,1.08179635,1.08179635,1.08179635,1.08179635,1.08179635,1.08179635,1.08179635,1.08179635,1.08179635,1.08179635,1.08179635,1.08179635,1.08179635,1.08179635,1.08179635,1.08179635,1.08179635,1.08179635,1.08179635,1.08179635,1.08179635,1.08179635,1.08179635,1.08179635,1.08179635,1.08179635,1.08179635,1.08179635,1.08179635,1.193790369,0.985214577,1.24932814,1.500123266,1.739081516,0.936187254,277.2914797,482419290,TRUE,TRUE
1206033,2.395486325,3.863488593,13.09041285,65.78852563,1.236853455,3.11968437,0.398774034,1.183370683,0.361016761,0.465910521,6.808152175,26.72141668,0.005182579,0.940640976,0.003779679,0.033108427,-0.005414516,-0.00279386,-8.16E-05,-2.44E-05,-0.000600689,-2.99E-06,-5.59E-05,-8.66E-06,0.004027579,0.116565726,5.19E-18,-2.155496599,0.000216245,0.000690119,5.67E-05,0.000126389,0.000450502,0.00158928,1.144187629,0.85781894,1.028859371,1.028859371,1.028859371,1.028859371,1.028859371,1.028859371,1.028859371,1.028859371,1.028859371,1.028859371,1.028859371,1.028859371,1.028859371,1.028859371,1.028859371,1.028859371,1.028859371,1.028859371,1.028859371,1.028859371,1.028859371,1.028859371,1.028859371,1.028859371,1.028859371,1.028859371,1.028859371,1.028859371,1.028859371,1.028859371,1.028859371,1.028859371,1.028859371,1.028859371,1.028859371,1.028859371,1.028859371,1.028859371,1.028859371,1.028859371,1.133351211,1.054878679,0.647136472,0.79073691,1.759472126,0.916404805,280.2066589,482562930,TRUE,TRUE
1206346,8.517363975,3.173393623,9.868136679,207.3860459,1.522490489,2.704495395,0.873440604,0.76792801,0.873541744,0.525958885,7.677086861,29.71225925,0.002795907,1.458410801,0.004081868,0.036713645,-0.002274264,-0.004520489,-7.15E-05,-2.48E-05,-0.000658915,-2.15E-06,-4.32E-05,-7.51E-06,0.001595049,1.70E-15,0.019283753,-4.771997215,0.000278026,0.001145486,6.27E-06,0.000148386,0.000425063,0.002370102,1.057560352,1.0764005,0.982297853,0.982297853,0.982297853,0.982297853,0.982297853,0.982297853,0.982297853,0.982297853,0.982297853,0.982297853,0.982297853,0.982297853,0.982297853,0.982297853,0.982297853,0.982297853,0.982297853,0.982297853,0.982297853,0.982297853,0.982297853,0.982297853,0.982297853,0.982297853,0.982297853,0.982297853,0.982297853,0.982297853,0.982297853,0.982297853,0.982297853,0.982297853,0.982297853,0.982297853,0.982297853,0.982297853,0.982297853,0.982297853,0.982297853,0.982297853,0.609711749,0.748533993,1.029465213,0.529233398,-0.126657227,0.98087662,278.9231176,482687817,TRUE,TRUE
1207327,9.086932874,4.237562795,16.05092364,117.838684,1.877971647,3.318319644,0.133375362,1.096898613,0.855059138,0.693906384,9.387360016,37.09591199,-0.004124636,-0.109079843,0.005680681,0.053713277,-0.007220405,-0.004428936,-4.76E-05,-2.72E-06,-0.000591376,-3.79E-06,-3.78E-05,-7.75E-06,0.015256255,549.6711001,1.91E-17,-0.57326622,0.000245549,0.001295321,-9.33E-05,4.64E-05,0.000429805,0.002311849,1.141387184,1.063681114,0.960395163,0.960395163,0.960395163,0.960395163,0.960395163,0.960395163,0.960395163,0.960395163,0.960395163,0.960395163,0.960395163,0.960395163,0.960395163,0.960395163,0.960395163,0.960395163,0.960395163,0.960395163,0.960395163,0.960395163,0.960395163,0.960395163,0.960395163,0.960395163,0.960395163,0.960395163,0.960395163,0.960395163,0.960395163,0.960395163,0.960395163,0.960395163,0.960395163,0.960395163,0.960395163,0.960395163,0.960395163,0.960395163,0.960395163,0.960395163,1.126095662,1.40787716,1.027038139,0.73235763,0.161023957,1.100526225,279.7029952,483079236,TRUE,TRUE
1210980,4.359474229,1.919853762,42.90253797,131.6126483,1.324264872,1.049589936,0.889324397,0.486612705,0.75478696,0.221577721,7.916448064,36.04632356,-0.001574173,-0.63277278,0.005149761,0.048934667,-0.004221884,-0.000986343,-5.07E-05,8.95E-06,-0.00063964,-2.46E-06,-5.27E-05,-7.44E-06,0.000958728,500.9475193,5.59E-26,-1.324452315,0.000197993,0.000677825,8.44E-06,4.02E-05,-2.45E-05,0.001258018,1.109755715,1.119371025,1.173087794,1.173087794,1.173087794,1.173087794,1.173087794,1.173087794,1.173087794,1.173087794,1.173087794,1.173087794,1.173087794,1.173087794,1.173087794,1.173087794,1.173087794,1.173087794,1.173087794,1.173087794,1.173087794,1.173087794,1.173087794,1.173087794,1.173087794,1.173087794,1.173087794,1.173087794,1.173087794,1.173087794,1.173087794,1.173087794,1.173087794,1.173087794,1.173087794,1.173087794,1.173087794,1.173087794,1.173087794,1.173087794,1.173087794,1.173087794,0.226238943,1.398949188,1.128258018,0.929380936,1.12389873,0.998152402,276.9575838,484536783,TRUE,TRUE
1211884,5.825085587,4.546819832,8.992262011,62.68134154,1.479660864,3.213094086,1.528782597,1.603653897,0.808668415,0.528277105,9.017200051,27.60183395,0.006538014,3.801665392,-7.44E-05,0.032644202,-0.005912321,-0.001628667,-8.47E-05,1.77E-07,-0.00058432,-3.09E-06,-5.39E-05,-7.56E-06,0.010472071,5.54E-18,0.652207191,-2.044326498,0.00027994,0.001460524,-0.000109355,7.47E-05,2.14E-05,0.000503907,0.893194061,1.109826428,1.060754557,1.060754557,1.060754557,1.060754557,1.060754557,1.060754557,1.060754557,1.060754557,1.060754557,1.060754557,1.060754557,1.060754557,1.060754557,1.060754557,1.060754557,1.060754557,1.060754557,1.060754557,1.060754557,1.060754557,1.060754557,1.060754557,1.060754557,1.060754557,1.060754557,1.060754557,1.060754557,1.060754557,1.060754557,1.060754557,1.060754557,1.060754557,1.060754557,1.060754557,1.060754557,1.060754557,1.060754557,1.060754557,1.060754557,1.060754557,0.887379576,1.124377957,0.937515251,0.975051517,0.851021563,1.07415864,276.5882662,484897479,TRUE,TRUE
1213889,8.072413044,3.384438514,21.89477417,143.0236384,1.02555046,4.330605381,0.91793191,1.378553954,1.03388267,0.663715655,7.112025207,28.99650203,0.003057208,2.160801489,0.001531634,0.023959683,-0.003606393,-0.00536339,-9.01E-05,-2.25E-05,-0.00067427,-1.22E-06,-3.96E-05,-6.79E-06,0.018292608,1.54E-35,0.161597619,-1.108575923,0.000267525,0.000674387,4.37E-06,1.59E-05,0.000631988,0.001319093,1.11387717,1.111599629,1.089113922,1.089113922,1.089113922,1.089113922,1.089113922,1.089113922,1.089113922,1.089113922,1.089113922,1.089113922,1.089113922,1.089113922,1.089113922,1.089113922,1.089113922,1.089113922,1.089113922,1.089113922,1.089113922,1.089113922,1.089113922,1.089113922,1.089113922,1.089113922,1.089113922,1.089113922,1.089113922,1.089113922,1.089113922,1.089113922,1.089113922,1.089113922,1.089113922,1.089113922,1.089113922,1.089113922,1.089113922,1.089113922,1.089113922,1.089113922,1.825994427,0.869602436,1.267417189,1.138868131,1.732069539,0.939026924,282.0728009,485697474,TRUE,TRUE
1214577,6.675941348,4.913616063,19.67171143,59.13740614,1.090153334,2.045840877,1.149952479,1.137655948,1.030902898,0.643521072,7.691319491,33.910623,-0.001950006,3.627855534,0.00278823,0.013504342,-0.004701535,-0.00292172,-8.59E-05,-4.02E-05,-0.000662408,-2.34E-06,-1.74E-05,-1.03E-05,0.027611187,3.05E-35,0.105914098,-0.933952208,0.000219453,0.00112654,8.12E-06,2.42E-05,0.000280824,0.000522853,0.996510785,1.066000919,0.897126142,0.897126142,0.897126142,0.897126142,0.897126142,0.897126142,0.897126142,0.897126142,0.897126142,0.897126142,0.897126142,0.897126142,0.897126142,0.897126142,0.897126142,0.897126142,0.897126142,0.897126142,0.897126142,0.897126142,0.897126142,0.897126142,0.897126142,0.897126142,0.897126142,0.897126142,0.897126142,0.897126142,0.897126142,0.897126142,0.897126142,0.897126142,0.897126142,0.897126142,0.897126142,0.897126142,0.897126142,0.897126142,0.897126142,0.897126142,0.840033485,0.999733397,1.145520159,1.437220188,0.277109655,0.98184077,278.7094415,485971986,TRUE,TRUE
1214976,3.97024969,3.110923781,19.53304552,46.54480515,1.70151035,2.56925041,1.860671613,1.360322646,0.621859863,0.184198922,6.443578189,29.30079228,0.002166639,-0.315179179,0.006181112,0.017475528,-0.005938138,0.000493399,-7.93E-05,-2.95E-05,-0.000570385,-3.99E-06,-5.76E-05,-9.65E-06,0.008918207,1.46E-09,0.062778832,-1.280597533,0.000263413,0.001447095,-2.26E-05,0.00014191,0.000304136,0.000851176,0.946665742,1.074859645,1.030593513,1.030593513,1.030593513,1.030593513,1.030593513,1.030593513,1.030593513,1.030593513,1.030593513,1.030593513,1.030593513,1.030593513,1.030593513,1.030593513,1.030593513,1.030593513,1.030593513,1.030593513,1.030593513,1.030593513,1.030593513,1.030593513,1.030593513,1.030593513,1.030593513,1.030593513,1.030593513,1.030593513,1.030593513,1.030593513,1.030593513,1.030593513,1.030593513,1.030593513,1.030593513,1.030593513,1.030593513,1.030593513,1.030593513,1.030593513,1.7129956,0.85463944,0.704332542,0.915869946,0.642443402,0.89095695,280.4642604,486131187,TRUE,TRUE
1219575,1.224124548,4.742857942,23.32180998,132.5244674,1.52020616,2.591090926,0.517313704,0.971501783,0.111309359,0.613417528,8.136840297,29.34605338,0.00336665,3.640007551,0.00150216,0.046234166,-0.00315494,-0.00171156,-5.95E-05,2.32E-06,-0.000557783,-3.54E-06,-3.43E-05,-7.63E-06,0.02148345,0.154639841,2.71E-16,-0.669697994,0.000241677,0.001129835,-0.000126418,0.000150142,0.000343082,0.000421488,0.990464157,0.95941159,0.951237076,0.951237076,0.951237076,0.951237076,0.951237076,0.951237076,0.951237076,0.951237076,0.951237076,0.951237076,0.951237076,0.951237076,0.951237076,0.951237076,0.951237076,0.951237076,0.951237076,0.951237076,0.951237076,0.951237076,0.951237076,0.951237076,0.951237076,0.951237076,0.951237076,0.951237076,0.951237076,0.951237076,0.951237076,0.951237076,0.951237076,0.951237076,0.951237076,0.951237076,0.951237076,0.951237076,0.951237076,0.951237076,0.951237076,0.951237076,0.919809562,1.479916039,0.824269692,0.968497581,0.328847382,1.012773812,276.6182812,487966188,TRUE,TRUE
1220602,11.51568532,1.958874554,28.30054072,95.37179638,1.394134969,1.723492732,2.894677395,0.938747643,1.47260349,0.42624261,8.809821475,30.78117296,0.002358466,3.501406715,0.000854584,-0.008562983,-0.00594962,-0.003440583,-7.91E-05,-1.05E-05,-0.000606948,-3.97E-06,-3.78E-05,-9.06E-06,1.76E-07,0.000713956,6.00E-08,-239.51282,0.000275219,0.001276619,-7.86E-05,3.87E-05,0.000217198,0.001330407,1.067549335,1.059532665,0.886145739,0.886145739,0.886145739,0.886145739,0.886145739,0.886145739,0.886145739,0.886145739,0.886145739,0.886145739,0.886145739,0.886145739,0.886145739,0.886145739,0.886145739,0.886145739,0.886145739,0.886145739,0.886145739,0.886145739,0.886145739,0.886145739,0.886145739,0.886145739,0.886145739,0.886145739,0.886145739,0.886145739,0.886145739,0.886145739,0.886145739,0.886145739,0.886145739,0.886145739,0.886145739,0.886145739,0.886145739,0.886145739,0.886145739,0.886145739,2.677459425,0.336119677,0.828027365,0.965271425,0.075461044,1.060070762,277.8595782,488375961,TRUE,TRUE
1223047,5.151384044,5.117213617,9.832246499,80.85596802,1.295951318,2.291334874,1.153127572,1.123455142,0.60046209,0.475758652,8.521001054,32.58057564,0.001580376,4.852536295,2.34E-05,0.048179432,-0.003486172,-0.004216602,-8.35E-05,-1.15E-05,-0.000590667,-3.53E-06,-4.20E-05,-8.62E-06,1.51E-07,0.000111804,8.41E-08,-1241.602771,0.000239939,0.000965443,-7.73E-05,-7.33E-05,-3.90E-05,0.000138194,1.008943338,1.069767301,0.984020779,0.984020779,0.984020779,0.984020779,0.984020779,0.984020779,0.984020779,0.984020779,0.984020779,0.984020779,0.984020779,0.984020779,0.984020779,0.984020779,0.984020779,0.984020779,0.984020779,0.984020779,0.984020779,0.984020779,0.984020779,0.984020779,0.984020779,0.984020779,0.984020779,0.984020779,0.984020779,0.984020779,0.984020779,0.984020779,0.984020779,0.984020779,0.984020779,0.984020779,0.984020779,0.984020779,0.984020779,0.984020779,0.984020779,0.984020779,1.458132566,1.308459153,1.062226034,1.423774986,-0.268585895,1.040036798,274.4593056,489351516,TRUE,TRUE
